Dates,portfolio_returns,baseline_returns,djia_returns,RAY Index_returns,MXUS Index_returns
2017-06-02,0.0308820498046875,0.03848108,0.032048713,0.03603344502713929,0.03861379945131054
2017-06-05,0.0258986943359375,0.03721656,0.030965872,0.03405824334714211,0.03717505339445782
2017-06-06,0.025173163208007814,0.034334093,0.028639166,0.031222387340348552,0.03417692108343844
2017-06-07,0.02045568505859375,0.035956193,0.030462187,0.032636729284050266,0.03576758442579742
2017-06-08,0.014279592529296874,0.036233008,0.030892396,0.034182321012588564,0.036165250261387116
2017-06-09,-0.02650137023925781,0.035372943,0.03524525,0.033683141503046674,0.03485608071276026
2017-06-12,-0.012265372131347657,0.03435956,0.033478595,0.03276511022113076,0.0338864909787942
2017-06-13,-0.024558899169921874,0.039026078,0.037994944,0.03780208966870537,0.038819334602289535
2017-06-14,-0.024350796142578124,0.037991382,0.040238,0.03618334232238967,0.0377112320491855
2017-06-15,-0.028758369934082033,0.0356667,0.039524533,0.0334608058019577,0.03530289625836672
2017-06-16,0.0029464660034179686,0.035960454,0.040710986,0.033392670667752984,0.03554417665299419
2017-06-19,-0.009279892822265625,0.044607855,0.047753647,0.041982000849178996,0.04406048095225335
2017-06-20,-0.009279892822265625,0.037612494,0.044743605,0.034458447609102334,0.03703654057531964
2017-06-21,-0.027512654663085938,0.037007935,0.041964162,0.033496666398907506,0.03654504347515257
2017-06-22,-0.002471126525878906,0.036535285,0.041344132,0.03356623595699018,0.03625461337050833
2017-06-23,-0.002236264953613281,0.03815323,0.041221038,0.03604922368979717,0.03808208895203883
2017-06-26,-0.037573681457519534,0.03848108,0.041940875,0.036745636482563085,0.03841720061124367
2017-06-27,-0.05114220538330078,0.030097604,0.037128154,0.0280831506833595,0.029847278446511794
2017-06-28,-0.042583616760253906,0.03917077,0.044133745,0.03778487658216953,0.03898465635416388
2017-06-29,-0.04424055584716797,0.03023388,0.03597811,0.02902341553538444,0.030008132042929972
2017-06-30,-0.016696378234863283,0.03181347,0.039024744,0.03050589261329071,0.0316166680071134
2017-07-03,-0.011496992614746094,0.03419782,0.045333885,0.03350383851829747,0.03389095913425016
2017-07-04,-0.01181014434814453,0.03419782,0.045333885,0.03350383851829747,0.03389095913425016
2017-07-05,0.011405172058105468,0.035700794,0.04528037,0.0340740220098,0.03511970188466793
2017-07-06,0.011752966613769532,0.025997497,0.0375846,0.02357690807064254,0.02514231075127565
2017-07-07,0.01249242840576172,0.032567088,0.042173944,0.030716035711416866,0.03181773500263623
2017-07-10,0.01304650555419922,0.03352507,0.04189069,0.030940523048322944,0.03282306998025077
2017-07-11,0.008318720642089843,0.032716148,0.04191749,0.03080353556797453,0.03224667792641845
2017-07-12,-0.008891511169433593,0.040260766,0.04790697,0.038383031339292925,0.03967722044985397
2017-07-13,-0.01169950421142578,0.042210825,0.048926506,0.040213356207612745,0.04161639991778588
2017-07-14,-0.028409725036621095,0.0470816,0.053046197,0.04478271347096156,0.0464375396548796
2017-07-17,-0.025108045715332032,0.047026195,0.05265591,0.04495843039601571,0.04633924023484627
2017-07-18,-0.027344225830078124,0.047652166,0.04997969,0.04515136040760585,0.04700946355325596
2017-07-19,-0.05766176159667969,0.053280823,0.05319267,0.05144561238424201,0.05275997962521109
2017-07-20,-0.06642397222900391,0.053118978,0.05178275,0.05127419873082174,0.05270636175973836
2017-07-21,-0.06688544140625,0.052731566,0.050239567,0.05049315492925425,0.052313164079604624
2017-07-24,-0.0714360146484375,0.05161174,0.04698372,0.04998967214807848,0.051499959786601
2017-07-25,-0.0714360146484375,0.05468578,0.05186307,0.05373423568158089,0.05456958258491734
2017-07-26,-0.06870816400146484,0.054983903,0.05661201,0.05326517907347696,0.05474384064770381
2017-07-27,-0.04094256549072266,0.05395773,0.060775045,0.05134735434859948,0.05359999285095129
2017-07-28,-0.03531261962890625,0.05254425,0.062418036,0.04973936518136847,0.052143374172274326
2017-07-31,-0.02809065966796875,0.051777847,0.065377414,0.04879623148158778,0.051392724055655335
2017-08-01,-0.028849711486816407,0.05435377,0.06892042,0.05132440356655148,0.05391723188833189
2017-08-02,-0.01881783709716797,0.0548732,0.07146669,0.05035186417727179,0.05414957597204725
2017-08-03,-0.019082109436035156,0.05256972,0.071946524,0.047917646856316574,0.05191549824401493
2017-08-04,-0.018367418334960937,0.05455813,0.07519315,0.05033895436236983,0.05389042295559553
2017-08-07,-0.04173724249267578,0.0562952,0.076439485,0.05191968947591895,0.05558832202889997
2017-08-08,-0.03629812487792969,0.053744845,0.07482957,0.04927030857326455,0.05300126001983856
2017-08-09,-0.024929350830078124,0.053361695,0.07304638,0.04774408156707937,0.0523623137896214
2017-08-10,-0.0374282080078125,0.03811487,0.06308474,0.03218058249084831,0.03700079533167116
2017-08-11,-0.015814234924316405,0.03943906,0.06378119,0.033743387305922454,0.03849315925399681
2017-08-14,-0.006547860168457031,0.049878933,0.07037026,0.04450730408638677,0.04894417486573192
2017-08-15,0.005289150817871094,0.049355246,0.07062719,0.04315751121719471,0.048287356013690504
2017-08-16,0.003327052795410156,0.050845437,0.07188664,0.04480279540525349,0.04992716906606625
2017-08-17,-0.004792410217285156,0.034623586,0.0585451,0.028507740151245686,0.0337390418487441
2017-08-18,-0.009007585510253907,0.03272467,0.054835662,0.02670323491272963,0.03179539422535582
2017-08-21,-0.008875086730957032,0.03392537,0.0562587,0.027695139024362263,0.03296605095484491
2017-08-22,0.012483108703613282,0.044203393,0.065804295,0.037954138599772855,0.04338578947838749
2017-08-23,0.008986318298339844,0.04059714,0.061531287,0.03482637733380765,0.040057013663619426
2017-08-24,0.015979695190429688,0.03843846,0.06013505,0.03335178958723015,0.03824741070391317
2017-08-25,0.014283932739257812,0.040175635,0.061608184,0.03519430705851295,0.039842542201728316
2017-08-28,0.015143646606445313,0.040682275,0.06135173,0.03578672412012435,0.04028488959187862
2017-08-29,0.013162545043945312,0.041559383,0.064124234,0.0364702270979883,0.04107128495214609
2017-08-30,0.01514548077392578,0.046366334,0.06544119,0.041670730867654236,0.046026469352921824
2017-08-31,-0.009042943176269531,0.052352574,0.06815049,0.048426867333004345,0.05228635514686826
2017-09-01,-0.014158279724121094,0.054438904,0.07007094,0.05104038763870876,0.05446234685397169
2017-09-04,-0.0110486962890625,0.054438904,0.07007094,0.05104038763870876,0.05446234685397169
2017-09-05,-0.0104302861328125,0.04647704,0.058670666,0.04261314735549611,0.046459880432160004
2017-09-06,-0.017978555603027344,0.04975118,0.061314754,0.04553291715915211,0.04959205740686141
2017-09-07,-0.01625214227294922,0.049563866,0.06020216,0.0448537174529222,0.049292690991305045
2017-09-08,-0.03314753240966797,0.048001222,0.06083531,0.04371908816542915,0.04776458182533091
2017-09-11,-0.03626267889404297,0.05936082,0.07346832,0.055159335804367465,0.05915837823829571
2017-09-12,-0.04057012463378906,0.06292446,0.07646087,0.05909539492558206,0.06286247911137327
2017-09-13,-0.04340246795654297,0.06372922,0.078374475,0.05983125437499284,0.06352376611887084
2017-09-14,-0.03950016876220703,0.06255835,0.08057913,0.05867367430545195,0.06240672725485469
2017-09-15,-0.046611143127441405,0.06452109,0.08373565,0.06095584269533985,0.06437718381097912
2017-09-18,-0.034688360168457034,0.06607095,0.086802155,0.06328965034483544,0.06611976443884436
2017-09-19,-0.048894353332519534,0.0672545,0.08872213,0.06419692344766649,0.06720105805921203
2017-09-20,-0.04861544189453125,0.06793151,0.09075588,0.06541331489620504,0.06782213166760497
2017-09-21,-0.02144551416015625,0.06467868,0.08815904,0.062380225606187445,0.0645961234283264
2017-09-22,-0.01603094580078125,0.06536837,0.087689854,0.06352202701307046,0.06539592325496195
2017-09-25,-0.006878608154296875,0.06300107,0.08508617,0.06149518607346543,0.06288481988865367
2017-09-26,-0.006878608154296875,0.06307778,0.08451337,0.061803587207234105,0.06292950144321428
2017-09-27,-0.01893594171142578,0.0674206,0.08725774,0.06747888528051596,0.06731276194561366
2017-09-28,-0.01274029022216797,0.06870644,0.08922819,0.06888964116452262,0.06837171478870092
2017-09-29,-0.008627539978027343,0.07266611,0.090390876,0.07254311878177246,0.07232603236731808
2017-10-02,-0.010621862731933595,0.076821625,0.09781309,0.07770417589479368,0.07659312082785988
2017-10-03,-0.005455018249511718,0.07914631,0.10190455,0.08012548340084694,0.07879592146769966
2017-10-04,-0.005357595886230469,0.0804917,0.10287646,0.08115683416912428,0.08009168654995845
2017-10-05,-0.005418465026855469,0.08659301,0.10841235,0.08680200934096832,0.08611922826018974
2017-10-06,-0.005559736022949219,0.085426405,0.1083286,0.08563438830428138,0.08493963521978853
2017-10-09,-0.004547223937988281,0.083467826,0.10771542,0.08334504779500353,0.08281726137815783
2017-10-10,0.0024070393676757815,0.08598408,0.1111031,0.08583162158750558,0.08519432008078429
2017-10-11,0.0023161340942382813,0.08794266,0.11315739,0.08750272540536812,0.08714243585962853
2017-10-12,-0.0016721050415039063,0.086107574,0.11160584,0.08585600679343154,0.08526581056808126
2017-10-13,-0.009891414855957032,0.08706129,0.113100454,0.08649719426689471,0.08604326961743661
2017-10-16,0.01159905194091797,0.08896447,0.11724885,0.08811522440127144,0.08784393626623054
2017-10-17,0.006147619445800781,0.089696884,0.11921882,0.08836624857992043,0.08859905453830548
2017-10-18,0.011485168273925782,0.0905058,0.12701336,0.0895396073121192,0.08937204543220467
2017-10-19,0.011603830200195312,0.09086349,0.12727807,0.08969309066706448,0.08992162855330063
2017-10-20,0.008654238830566405,0.09644526,0.13533695,0.09532176996431149,0.09545767316336465
2017-10-23,0.01312402374267578,0.09208965,0.13267632,0.09043970829556013,0.09099398586275619
2017-10-24,0.004532480773925781,0.09385655,0.1408426,0.09222915208335727,0.09273656649062142
2017-10-25,0.025748325805664062,0.088755846,0.13537735,0.08688592313783093,0.08760712402705922
2017-10-26,0.024378749389648437,0.0901396,0.1388521,0.0887449364837106,0.08936757727674871
2017-10-27,0.022836205017089845,0.09894032,0.14047419,0.0972087545758122,0.0980268625506018
2017-10-30,0.029923421813964842,0.09543198,0.13631561,0.09276347497790983,0.09434063429934848
2017-10-31,0.03024617938232422,0.09646657,0.13770263,0.0948154183353798,0.09565874015888767
2017-11-01,0.034375702209472656,0.098212264,0.1405141,0.09554769172509553,0.0972449353457905
2017-11-02,0.04228036859130859,0.09842089,0.14446831,0.09584031419620617,0.09725387165670261
2017-11-03,0.03830631549072266,0.101822786,0.14558423,0.0989652066144153,0.10087754573157108
2017-11-06,0.040557277770996096,0.10322348,0.14603345,0.1006456341874849,0.10233863256570422
2017-11-07,0.04800943310546875,0.10301486,0.14646223,0.0988655141548948,0.10198118012921917
2017-11-08,0.030046753051757812,0.104607224,0.14676051,0.10052657700561148,0.10359865240431451
2017-11-09,0.041468860412597654,0.10045182,0.14182469,0.09618529313886363,0.09944773598563049
2017-11-10,0.04095526031494141,0.09946401,0.13989122,0.09553119585049867,0.09860325460443413
2017-11-13,0.04433885455322266,0.10054547,0.14074232,0.09650803851141224,0.0996845482248018
2017-11-14,0.04722436944580078,0.09800365,0.13927118,0.09393898534592571,0.097142167770301
2017-11-15,0.04686369122314453,0.09193643,0.13254581,0.0880764949565657,0.09118611654736689
2017-11-16,0.04426854364013672,0.10088601,0.14165045,0.09771797505249996,0.10015370454768867
2017-11-17,0.04506378192138672,0.097995125,0.13677795,0.09613723993895085,0.09772749613504565
2017-11-20,0.04539300555419922,0.09939581,0.14028636,0.09818559723672576,0.0992422008346515
2017-11-21,0.0461727066040039,0.10658712,0.14809743,0.10578876100203115,0.10638231325344279
2017-11-22,0.0555346859741211,0.10575689,0.14495108,0.10499839344525658,0.10558251342680723
2017-11-23,0.05935554443359375,0.10575689,0.14495108,0.10499839344525658,0.10558251342680723
2017-11-24,0.081117021484375,0.10803043,0.1464992,0.1071959308263429,0.10794169950760923
2017-11-27,0.07800767364501954,0.10760466,0.14760828,0.10614593254765159,0.10736977560923308
2017-11-28,0.07642933001708985,0.11851292,0.16006373,0.11734376255120885,0.11807547608196395
2017-11-29,0.06863328948974609,0.118099935,0.1651236,0.11720247179922655,0.11744099800720273
2017-11-30,0.07410343725585937,0.12725824,0.18126501,0.12546475333646992,0.12622092347836977
2017-12-01,0.07191967010498047,0.12497607,0.17928135,0.1230663966124645,0.12394216419577665
2017-12-04,0.0575807607421875,0.12379242,0.18212648,0.12150646064514646,0.12223532881156009
2017-12-05,0.05654459716796875,0.119590126,0.1768018,0.11655698105412934,0.11804866714922758
2017-12-06,0.03800453961181641,0.11946238,0.17486823,0.11563177765282347,0.11776717335549546
2017-12-07,0.03891011322021484,0.12274504,0.17830269,0.11981455768105301,0.12125680276668191
2017-12-08,0.05559027368164063,0.12892722,0.18402982,0.12556157694823447,0.1274675388506118
2017-12-11,0.05888744946289062,0.132542,0.18679747,0.12856024006518021,0.13113589448004087
2017-12-12,0.058702505859375,0.13429621,0.19257773,0.12954999254099575,0.13278017568787256
2017-12-13,0.05521876348876953,0.13375974,0.19650172,0.1294818574067912,0.13223506072223276
2017-12-14,0.05845530261230469,0.12914437,0.19276556,0.12405901793603612,0.12761498798066187
2017-12-15,0.05845530261230469,0.1392777,0.19972885,0.13468594723615201,0.13766833775680729
2017-12-18,0.061327968872070315,0.14538743,0.20656459,0.14177487004119663,0.14390588277347352
2017-12-19,0.06004348156738281,0.14168751,0.20474204,0.13761647521889306,0.14019284558948386
2017-12-20,0.05576916790771484,0.14074232,0.2033745,0.13708502117209642,0.13920538323369355
2017-12-21,0.07972419348144531,0.14300744,0.20608228,0.13967487348381402,0.1415601011590396
2017-12-22,0.08446557897949218,0.14248374,0.20470849,0.1391097104758845,0.14107754036978465
2017-12-25,0.08821889147949219,0.14248374,0.20470849,0.1391097104758845,0.14107754036978465
2017-12-26,0.08726416595458984,0.14127453,0.20432647,0.13821391276407746,0.1398800747075592
2017-12-27,0.08787553631591796,0.14217721,0.20569351,0.1390444441894357,0.1407558331769479
2017-12-28,0.09131498333740234,0.14427195,0.20876972,0.14140622310455234,0.14296310197224385
2017-12-29,0.09285777667236328,0.13834102,0.20301293,0.13518154068599886,0.13695790103929295
2018-01-01,0.09058880841064453,0.13834102,0.20301293,0.13518154068599886,0.13695790103929295
2018-01-02,0.0900958706665039,0.14779308,0.20811272,0.14457629987491816,0.14635443196339695
2018-01-03,0.08999952270507812,0.1551376,0.21291469,0.15126071514636866,0.1537492292431838
2018-01-04,0.09420234375,0.15979123,0.22033405,0.15544206075072006,0.15836483382929853
2018-01-05,0.10234105554199219,0.16794893,0.23107675,0.16286663874321525,0.16642091811658313
2018-01-08,0.10229863000488282,0.16989046,0.23045044,0.16500177868560867,0.16862818691187909
2018-01-09,0.10178741650390626,0.17141475,0.23545346,0.16612708421789465,0.17017863685513343
2018-01-10,0.10431258807373046,0.17011186,0.23464218,0.1647199143935829,0.16865946400007162
2018-01-11,0.10773752514648438,0.17834203,0.24464811,0.17434561582685928,0.17704172363564874
2018-01-12,0.1065208448486328,0.18629536,0.25576654,0.18151056309743752,0.18464652422187072
2018-01-15,0.1065208448486328,0.18629536,0.25576654,0.18151056309743752,0.18464652422187072
2018-01-16,0.10649085473632812,0.18211429,0.2552638,0.17612860470720546,0.18028560449675177
2018-01-17,0.10637654711914063,0.19324395,0.27097312,0.18698145576810524,0.19137556633870403
2018-01-18,0.10699936791992187,0.1913152,0.26621154,0.1845027713069323,0.1895302181353493
2018-01-19,0.1061249970703125,0.1965394,0.2688352,0.1910566540054852,0.19519583925363937
2018-01-22,0.10484002905273437,0.20619155,0.2757887,0.20038327806019993,0.20482024610600258
2018-01-23,0.10587496179199218,0.20881425,0.27560428,0.203277228234052,0.2075368846232898
2018-01-24,0.1041987328491211,0.20813735,0.27761465,0.201703665239893,0.20692027917035286
2018-01-25,0.11066621746826172,0.2088654,0.28446066,0.2022810208507855,0.20769327006425206
2018-01-26,0.10799551629638672,0.22317982,0.2953583,0.21512413504240152,0.22182157761632856
2018-01-29,0.10731261785888672,0.21494539,0.286733,0.206884087075267,0.2136001715771696
2018-01-30,0.10665868786621094,0.20170394,0.2690868,0.1939814442927142,0.20044592191451532
2018-01-31,0.11147189038085938,0.20229155,0.27261516,0.19393052224504548,0.20101337765743552
2018-02-01,0.12225415728759766,0.20151235,0.27443144,0.19370675212007854,0.20036102696085006
2018-02-02,0.12032216864013671,0.17603002,0.2420313,0.16873917009972111,0.1752321206759425
2018-02-05,0.12944917791748048,0.12783723,0.18483719,0.12219354968270547,0.12761051982520571
2018-02-06,0.12944917791748048,0.14750774,0.2124324,0.14020919637836657,0.1466761391562335
2018-02-07,0.13173584661865234,0.14176838,0.21148728,0.13547846642874353,0.14136350231897274
2018-02-08,0.11760729583740234,0.09891048,0.16121958,0.09393611649816963,0.09863006353717069
2018-02-09,0.1148936021118164,0.11532391,0.17730111,0.10920340704359499,0.1147332958008276
2018-02-12,0.11579041607666016,0.13084318,0.19727258,0.1239872967421365,0.1301082187251459
2018-02-13,0.12350773284912109,0.13379799,0.19917935,0.12711434079616257,0.13335209958624894
2018-02-14,0.12371086859130859,0.14899367,0.21149412,0.14300058524494222,0.14890574872880988
2018-02-15,0.13109844720458985,0.162861,0.22642903,0.1565272024144222,0.1626676675334888
2018-02-16,0.13420342065429688,0.1632953,0.22735427,0.15726019301607708,0.16300277919269365
2018-02-19,0.12427123559570312,0.1632953,0.22735427,0.15726019301607708,0.16300277919269365
2018-02-20,0.13387263525390625,0.15650004,0.21496212,0.15039719197181636,0.1562916096976846
2018-02-21,0.14281540771484375,0.15014334,0.20683615,0.14490621736685674,0.15008980992466683
2018-02-22,0.1393954196166992,0.15126306,0.21485168,0.14546707710315235,0.15081811926400543
2018-02-23,0.1424457103881836,0.16971594,0.23176397,0.16313415879646093,0.1691375566338704
2018-02-26,0.14173732977294923,0.1834683,0.25119573,0.1756337284692976,0.18226946551924428
2018-02-27,0.14783706896972656,0.1684301,0.23663259,0.1605120319474886,0.1672877402750597
2018-02-28,0.14657314672851562,0.15546545,0.21809869,0.1476438153380076,0.15451328382617086
2018-03-01,0.14334564532470703,0.14006956,0.19764785,0.13403113273584794,0.13955836751472264
2018-03-02,0.14372702020263672,0.14585155,0.19419639,0.14135458384494448,0.14579591253138888
2018-03-05,0.1421138493041992,0.15849261,0.21058257,0.15371357997773769,0.1585256874257169
2018-03-06,0.1457557951660156,0.1615497,0.21103807,0.15798744592221978,0.16193935819415023
2018-03-07,0.14778043041992187,0.16098766,0.20701039,0.15853180978391837,0.16171148226589102
2018-03-08,0.15652652752685547,0.16616924,0.21157786,0.16277053234338965,0.16669347559940312
2018-03-09,0.15692048223876953,0.18643591,0.23301715,0.18229591017063906,0.18654102213524223
2018-03-12,0.15896419171142578,0.1849244,0.22537005,0.18154570648244836,0.18534355647301679
2018-03-13,0.15896419171142578,0.17738405,0.21701974,0.17421436604202287,0.1778057782186358
2018-03-14,0.13088407830810547,0.17064407,0.204906,0.16775587253135657,0.17129567571914958
2018-03-15,0.12138281213378906,0.16972873,0.21052906,0.16611489161493184,0.17012055083420474
2018-03-16,0.12076110754394531,0.1717213,0.21407443,0.1688252355324008,0.1722473928312914
2018-03-19,0.1360388895263672,0.15507793,0.19774178,0.15305446220579969,0.15575543104295692
2018-03-20,0.1409107374267578,0.15678953,0.20340465,0.15469902918191933,0.15748460720445387
2018-03-21,0.12524813891601563,0.15465643,0.20121662,0.1536863259240558,0.15565266346746742
2018-03-22,0.1277418272705078,0.12560193,0.1659612,0.1251061473669715,0.12667667533488836
2018-03-23,0.14445930603027343,0.10200157,0.1452927,0.10182903388682972,0.10313843239233976
2018-03-26,0.1411759921875,0.1319289,0.17787048,0.1306846218284888,0.1327667712215043
2018-03-27,0.1295431012573242,0.11237336,0.16108574,0.11097276889710021,0.11293709730748962
2018-03-28,0.13906928588867187,0.109128945,0.16063358,0.10793250748769266,0.10934916847626963
2018-03-29,0.13687010522460938,0.12440134,0.17302857,0.12283975763974149,0.12460345120327422
2018-03-30,0.12274267114257813,0.12440134,0.17302857,0.12283975763974149,0.12460345120327422
2018-04-02,0.13130999505615235,0.09928511,0.15069427,0.09753580321999468,0.09955497171657594
2018-04-03,0.1321187900390625,0.113152444,0.16963404,0.1112008422937012,0.11313369614755649
2018-04-04,0.11854250646972657,0.1260277,0.18087329,0.12393709190640677,0.12595730230646188
2018-04-05,0.11471329541015625,0.13375548,0.19259816,0.13177406676382497,0.1337989151318554
2018-04-06,0.12976809887695312,0.108903274,0.16473815,0.10757533594207222,0.10917491041348318
2018-04-09,0.12944812158203126,0.11260319,0.16699338,0.11060770802015082,0.11264219904738922
2018-04-10,0.14518836657714843,0.13121365,0.18786672,0.12936997234430755,0.13153356031563054
2018-04-11,0.14411577520751953,0.12496328,0.17723049,0.12422756274170046,0.12547474151720694
2018-04-12,0.147679833984375,0.13424507,0.19151923,0.13296894185419364,0.1345138200048257
2018-04-13,0.15395971209716797,0.13097093,0.18553755,0.1293118781772489,0.1310420632154635
2018-04-16,0.1588135678100586,0.14014202,0.1958987,0.1386291784767566,0.14027327238769294
2018-04-17,0.15731853540039062,0.15229765,0.20629358,0.15077516266366772,0.15274389426556925
2018-04-18,0.1670269403076172,0.15325563,0.20441696,0.15217229152083359,0.1537715700204642
2018-04-19,0.17691900939941407,0.14665194,0.20036884,0.14556892119848977,0.1472882764537143
2018-04-20,0.17601822631835937,0.13686351,0.19054046,0.1363341002719667,0.13765940144589517
2018-04-23,0.18305775982666014,0.13692744,0.18984696,0.13609670312015884,0.13764152882407094
2018-04-24,0.1837617553100586,0.12171471,0.16918492,0.12197766888906732,0.12256150415985281
2018-04-25,0.18420067852783203,0.12377537,0.1720903,0.12337623217011115,0.12424153061133301
2018-04-26,0.18581826092529297,0.13550107,0.1836979,0.13425131680111996,0.13602405654897537
2018-04-27,0.1831640696411133,0.1367656,0.18315522,0.13508902034586834,0.1368506653083475
2018-04-30,0.17721476416015625,0.12745833,0.1759506,0.12595532630274373,0.12788754546348188
2018-05-01,0.17313479040527344,0.13033228,0.17283106,0.12901853849419911,0.13064886553532976
2018-05-02,0.1618543432006836,0.12218726,0.16435955,0.12212971782013464,0.12281618902084837
2018-05-03,0.16289048846435547,0.11965821,0.16461116,0.11929601344915834,0.12031402196545221
2018-05-04,0.16322264678955078,0.13400236,0.18078613,0.13373779305279831,0.13464339651305154
2018-05-07,0.1696398060913086,0.13792367,0.18540029,0.138527334381419,0.13891048497359315
2018-05-08,0.15405406616210937,0.13762139,0.18554096,0.1389727229955361,0.1388032492426477
2018-05-09,0.16132017492675782,0.14863609,0.19441435,0.14938664034976992,0.14963405806814825
2018-05-10,0.18014871850585937,0.15939955,0.2040013,0.15928344789598706,0.1600806055244274
2018-05-11,0.1877777392578125,0.16137934,0.20846118,0.1610671539882722,0.161849995085029
2018-05-14,0.1877777392578125,0.1624054,0.21178223,0.1614566000711474,0.1626453267562086
2018-05-15,0.18562776495361327,0.15445207,0.20238948,0.15445948039429436,0.15478137315353468
2018-05-16,0.18815308013916016,0.15913978,0.20543212,0.15975609056378604,0.1594461274496662
2018-05-17,0.1860694898071289,0.15814771,0.20275791,0.15959184902975573,0.15860164606847005
2018-05-18,0.1907548212890625,0.15509924,0.2028119,0.1572035332728962,0.15572862211022054
2018-05-21,0.19333614416503905,0.16363168,0.21732439,0.16572042504848344,0.1642315219431114
2018-05-22,0.19037473529052734,0.1599828,0.20861886,0.16134758385641984,0.16031741776359892
2018-05-23,0.19374240130615233,0.1637509,0.21116905,0.16475218893083782,0.16422705378765545
2018-05-24,0.1833455366821289,0.16139638,0.20751654,0.16286663874321525,0.16189020848413366
2018-05-25,0.17180787725830077,0.15865871,0.20466125,0.16045322056849093,0.1591288884122856
2018-05-28,0.17340161553955077,0.15865871,0.20466125,0.16045322056849093,0.1591288884122856
2018-05-29,0.18094956219482422,0.14525977,0.18560123,0.1486995513122109,0.1461667694342422
2018-05-30,0.17511487573242188,0.15979975,0.20050943,0.16342032636012074,0.16063912495643548
2018-05-31,0.16595307305908202,0.15182084,0.18824826,0.15519175378401023,0.15267687193372845
2018-06-01,0.17255836224365234,0.1643172,0.19892442,0.167187840675671,0.16539324236168818
2018-06-04,0.16586429473876954,0.16953288,0.20761046,0.17263793420010778,0.17068800657712493
2018-06-05,0.15658422186279297,0.17035459,0.20694327,0.17435207073431025,0.17170674602110755
2018-06-06,0.1560997738647461,0.18038148,0.22380206,0.18430625523564706,0.18194775832640772
2018-06-07,0.16900552264404298,0.17953846,0.22842638,0.18298084757238098,0.18078603790783096
2018-06-08,0.17182084539794923,0.18322559,0.23208222,0.18680143557141704,0.18455269295729335
2018-06-11,0.16185185137939453,0.1844901,0.23236357,0.1880085032647487,0.18582164910681578
2018-06-12,0.1451842769165039,0.18655513,0.23228668,0.19059405230483223,0.18819423965398607
2018-06-13,0.1438126763305664,0.18177791,0.22646943,0.18566752349586313,0.1834356540932772
2018-06-14,0.14895904614257813,0.18469873,0.2252095,0.18887130922736184,0.1866348533998196
2018-06-15,0.15560051763916016,0.18349376,0.22108106,0.1878313519158166,0.18560717764492465
2018-06-18,0.16137578717041015,0.18097751,0.21606788,0.1865037926167334,0.18343118593782123
